Department  ,Position Title,Employee Status,Initial Hire Date,Date in Position,Fair Labor Standards Act (FLSA) ,Base Salary
Commonwealth's Attorney,Asst Commonwealth's Att III,State Comp Board Retirement,08/01/2012,03/14/2020,Exempt,79999.92
Commonwealth's Attorney,Asst Commonwealth's Att II,State Comp Board Retirement,03/17/2008,12/30/2013,Exempt,79999.92
Commonwealth's Attorney,Asst Commonwealth's Att III,State Comp Board Retirement,04/30/2012,01/18/2020,Exempt,79999.92
Commonwealth's Attorney,Asst Commonwealth's Att III,State Comp Board Retirement,08/01/2012,08/01/2012,Exempt,82384.41
Commonwealth's Attorney,Asst Commonwealth's Att II,State Comp Board Retirement,08/07/2017,08/07/2017,Exempt,86353.26
Commonwealth's Attorney,Asst Commonwealth's Att II,State Comp Board Retirement,11/12/2019,11/12/2019,Exempt,88462.84
Commonwealth's Attorney,Asst Commonwealth's Att III,State Comp Board Retirement,09/18/2017,11/09/2019,Exempt,90074.39
Commonwealth's Attorney,Asst Commonwealth's Att III,State Comp Board Retirement,07/20/1999,12/14/2019,Exempt,90100.00
Commonwealth's Attorney,Asst Commonwealth's Att III,State Comp Board Retirement,07/31/1995,12/10/2018,Exempt,90100.00
Commonwealth's Attorney,Asst Commonwealth's Att III,State Comp Board Retirement,07/01/1987,04/22/2014,Exempt,105859.36
Commonwealth's Attorney,Deputy Commonwealth's Att,State Comp Board Retirement,02/16/2021,02/16/2021,Exempt,110868.16
Commonwealth's Attorney,Deputy Commonwealth's Att,State Comp Board Retirement,02/16/2021,02/16/2021,Exempt,110868.16
Commonwealth's Attorney,Asst Commonwealth's Att III,State Comp Board Retirement,08/23/2012,11/09/2019,Exempt,110868.17
Commonwealth's Attorney,Deputy Commonwealth's Att,State Comp Board Retirement,08/28/2006,01/27/2014,Exempt,110868.17
Commonwealth's Attorney,Deputy Commonwealth's Att,State Comp Board Retirement,06/08/2015,03/14/2020,Exempt,110868.17
Commonwealth's Attorney,Deputy Commonwealth's Att,State Comp Board Retirement,10/01/2003,01/01/2010,Exempt,114597.11
Commonwealth's Attorney,Asst Commonwealth's Att III,State Comp Board Retirement,06/11/2001,09/04/2007,Exempt,114597.11
Commonwealth's Attorney,Chief Dep Commonwealth's Att,State Comp Board Retirement,03/25/1996,06/29/2009,Exempt,150370.40
Commonwealth's Attorney,Commonwealth's Attorney,State Comp Board Retirement,08/16/1990,03/13/2009,Exempt,182567.06
"CulturalFaciities,Arts&Entrmnt",Tour/Information Assistant,Intermittent Temporary,01/23/1997,03/19/2008,Nonexempt,9.50
"CulturalFaciities,Arts&Entrmnt",Ticket Seller,Intermittent Temporary,11/26/2018,11/26/2018,Nonexempt,10.20
"CulturalFaciities,Arts&Entrmnt",Event Support Crew Member I,Permanent Full-time,04/09/2001,04/09/2001,Nonexempt,27328.26
"CulturalFaciities,Arts&Entrmnt",Event Support Crew Member I,Permanent Full-time,08/08/1996,08/16/1996,Nonexempt,28711.08
"CulturalFaciities,Arts&Entrmnt",Event Support Crew Member II,Permanent Full-time,02/09/2004,11/25/2014,Nonexempt,29117.48
"CulturalFaciities,Arts&Entrmnt",Event Support Crew Member II,Permanent Full-time,01/07/2019,01/07/2019,Nonexempt,29386.10
"CulturalFaciities,Arts&Entrmnt",Event Support Crew Member II,Permanent Full-time,01/21/2020,01/21/2020,Nonexempt,31553.70
"CulturalFaciities,Arts&Entrmnt",Event Support Crew Member II,Permanent Full-time,08/28/2017,08/28/2017,Nonexempt,32807.66
"CulturalFaciities,Arts&Entrmnt",Event Support Crew Member II,Permanent Full-time,10/09/2017,10/09/2017,Nonexempt,32828.47
"CulturalFaciities,Arts&Entrmnt",Administrative Technician,Permanent Full-time,02/06/2007,03/06/2017,Nonexempt,38223.39
"CulturalFaciities,Arts&Entrmnt",Administrative Assistant II,Permanent Full-time,01/06/2012,02/18/2020,Nonexempt,40265.50
"CulturalFaciities,Arts&Entrmnt",Event Coordinator,Permanent Full-time,06/08/2019,06/08/2019,Exempt,45225.78
"CulturalFaciities,Arts&Entrmnt",Box Office Supervisor,Permanent Full-time,11/10/2014,11/10/2014,Nonexempt,45267.31
"CulturalFaciities,Arts&Entrmnt",Stage Crew Chief,Permanent Full-time,11/13/2017,11/13/2017,Nonexempt,46698.87
"CulturalFaciities,Arts&Entrmnt",Office Manager,Permanent Full-time,01/02/2007,12/08/2009,Exempt,47099.01
"CulturalFaciities,Arts&Entrmnt",Box Office Supervisor,Permanent Full-time,07/28/1989,07/24/2006,Nonexempt,47099.01
"CulturalFaciities,Arts&Entrmnt",Event Coordinator,Permanent Full-time,02/08/2020,02/08/2020,Exempt,48000.00
"CulturalFaciities,Arts&Entrmnt",Event Coordinator,Permanent Full-time,12/08/2016,12/08/2016,Exempt,48437.25
"CulturalFaciities,Arts&Entrmnt",Event Coordinator,Permanent Full-time,08/21/2017,12/04/2017,Exempt,50743.32
"CulturalFaciities,Arts&Entrmnt",CreativeDesigner&ProductionMgr,Permanent Full-time,03/04/2013,03/04/2013,Nonexempt,52305.89
"CulturalFaciities,Arts&Entrmnt",Event Coordinator,Permanent Full-time,10/23/2014,10/23/2014,Exempt,52577.38
"CulturalFaciities,Arts&Entrmnt",Stage Production Manager,Permanent Full-time,08/10/2015,09/18/2017,Exempt,54111.00
"CulturalFaciities,Arts&Entrmnt",Accountant II,Permanent Full-time,06/01/2004,06/01/2004,Exempt,58099.50
"CulturalFaciities,Arts&Entrmnt",Operations Manager,Permanent Full-time,08/24/2007,05/08/2015,Exempt,60956.30
"CulturalFaciities,Arts&Entrmnt",Contract&Program Administrator,Permanent Full-time,06/26/2006,07/08/2015,Exempt,63595.06
"CulturalFaciities,Arts&Entrmnt",Event Coordinator,Permanent Full-time,06/07/1993,02/02/2004,Exempt,68446.81
"CulturalFaciities,Arts&Entrmnt",Box Office Manager,Permanent Full-time,11/05/2007,11/08/2013,Exempt,70292.21
"CulturalFaciities,Arts&Entrmnt",Accounting Manager,Permanent Full-time,06/01/2004,08/31/2011,Exempt,86333.05
"CulturalFaciities,Arts&Entrmnt",Bureau Manager,Permanent Full-time,03/14/2011,08/24/2015,Exempt,87222.38
"CulturalFaciities,Arts&Entrmnt",Division Head,Permanent Full-time,04/10/2006,09/08/2015,Exempt,87906.66
"CulturalFaciities,Arts&Entrmnt",Assistant Director,Permanent Full-time,07/01/2014,07/01/2014,Exempt,118688.78
"CulturalFaciities,Arts&Entrmnt",Dir-CulturAffairsArtsEntertain,Permanent Full-time,10/01/1989,05/14/2001,Exempt,156952.66
DCJS VSDVVF,Paralegal CWA,Special Project w/ Retirement,06/25/2018,11/13/2018,Nonexempt,20.43
DCJS Victim Witness,Victim/Witness Prg Advocate,Special Project,03/13/2021,03/13/2021,Nonexempt,16.44
DCJS Victim Witness,Victim/Witness Prg Advocate,Special Project,09/14/2020,09/14/2020,Nonexempt,16.44
DCJS Victim Witness,Victim/Witness Prg Advocate,Special Project,06/17/2019,06/17/2019,Nonexempt,16.44
DCJS Victim Witness,Victim/Witness Prg Advocate,Special Project,06/22/2019,06/22/2019,Nonexempt,16.44
DCJS Victim Witness,Victim/Witness Prg Advocate,Special Project w/ Retirement,04/09/2012,07/02/2014,Nonexempt,16.44
DCJS Victim Witness,Victim/Witness Prg Advocate,Special Project w/ Retirement,06/21/2005,11/01/2016,Nonexempt,16.44
DCJS Victim Witness,Victim/Witness Prg Advocate,Special Project,01/25/2021,01/25/2021,Nonexempt,16.44
DCJS Victim Witness,Victim/Witness Prog Asst Dir,Special Project w/ Retirement,03/23/2015,10/07/2019,Exempt,40699.45
DCJS Victim Witness,Victim/Witness Prog Asst Dir,Special Project w/ Retirement,07/09/2013,09/15/2016,Exempt,40699.53
DCJS Victim Witness,Victim/Witness Prog Asst Dir,Special Project w/ Retirement,07/01/2008,04/05/2010,Exempt,40699.54
DCJS Victim Witness,Victim/Witness Prog Asst Dir,Special Project w/ Retirement,03/26/2014,04/17/2017,Exempt,40699.54
DCJS Victim Witness,Victim / Witness Prog Director,Special Project w/ Retirement,11/18/2013,11/08/2016,Exempt,54000.00
Dept of Neighborhood Dev - Div,Codes Specialist,Permanent Full-time,10/12/2019,10/12/2019,Nonexempt,37337.00
Dept of Neighborhood Dev - Div,Codes Specialist,Permanent Full-time,01/02/2021,01/02/2021,Nonexempt,37337.00
Dept of Neighborhood Dev - Div,Codes Specialist,Permanent Full-time,10/12/2019,10/12/2019,Nonexempt,37337.00
Dept of Neighborhood Dev - Div,Codes Specialist,Permanent Full-time,01/02/2021,01/02/2021,Nonexempt,37337.00
Dept of Neighborhood Dev - Div,Codes Specialist,Permanent Full-time,02/29/2020,02/29/2020,Nonexempt,37337.00
Dept of Neighborhood Dev - Div,Codes Specialist,Permanent Full-time,03/30/2019,12/05/2020,Nonexempt,37337.00
Dept of Neighborhood Dev - Div,Codes Specialist,Permanent Full-time,02/18/2020,02/18/2020,Nonexempt,37337.00
Dept of Neighborhood Dev - Div,Codes Specialist,Permanent Full-time,03/14/2020,03/14/2020,Nonexempt,37337.00
Dept of Neighborhood Dev - Div,Codes Specialist,Permanent Full-time,12/19/2020,12/19/2020,Nonexempt,37337.00
Dept of Neighborhood Dev - Div,Codes Specialist,Permanent Full-time,04/13/2019,04/13/2019,Nonexempt,38083.74
Dept of Neighborhood Dev - Div,Codes Specialist,Permanent Full-time,01/09/2017,01/09/2017,Nonexempt,39622.32
Dept of Neighborhood Dev - Div,"Codes Specialist, Senior",Permanent Full-time,09/28/2016,09/21/2020,Nonexempt,42000.00
Dept of Neighborhood Dev - Div,"Codes Specialist, Senior",Permanent Full-time,02/21/2017,11/25/2019,Nonexempt,43583.58
Dept of Neighborhood Dev - Div,"Codes Specialist, Senior",Permanent Full-time,01/03/1989,11/25/2019,Nonexempt,48555.06
Dept of Neighborhood Dev - Div,"Codes Specialist, Senior",Permanent Full-time,11/26/2012,01/23/2017,Nonexempt,49797.98
Dept of Neighborhood Dev - Div,Codes Enforcement Team Leader,Permanent Full-time,03/30/2019,03/22/2021,Exempt,52020.00
Dept of Neighborhood Dev - Div,Program Supervisor,Permanent Full-time,11/25/2013,03/06/2017,Exempt,53060.40
Dept of Neighborhood Dev - Div,Codes Enforcement Team Leader,Permanent Full-time,08/12/1996,08/08/2016,Exempt,58223.70
Dept of Neighborhood Dev - Div,Management Analyst III,Permanent Full-time,05/30/2017,08/20/2018,Exempt,71787.60
Development,Management Analyst I,Special Project,12/16/2019,12/16/2019,Exempt,40805.00
Development,Administrative Assistant I,Permanent Full-time,05/28/2019,05/28/2019,Nonexempt,42863.36
Development,Management Analyst I,Special Project,08/17/2019,08/17/2019,Exempt,43992.00
Development,Management Analyst I,Special Project,06/25/2018,08/17/2019,Exempt,43992.00
Development,BusinessDevelopment Consultant,Permanent Full-time,12/30/2019,12/30/2019,Exempt,47823.00
Development,Management Analyst II,Permanent Full-time,12/05/2000,05/01/2015,Exempt,56272.38
Development,Business Development Manager,Permanent Full-time,10/24/2005,02/01/2017,Exempt,61734.51
Development,Business Development Manager,Permanent Full-time,07/20/2019,07/20/2019,Exempt,70000.00
Development,Business Development Manager,Permanent Full-time,02/24/2020,02/24/2020,Exempt,75000.00
Development,Senior Business DevelopmentMgr,Permanent Full-time,10/29/2012,11/04/2019,Exempt,82620.00
Development,Senior Business DevelopmentMgr,Permanent Full-time,01/23/2017,01/23/2017,Exempt,95508.72
Development,Senior Business DevelopmentMgr,Permanent Full-time,09/01/1999,09/01/1999,Exempt,95734.66
Development,Senior Business DevelopmentMgr,Permanent Full-time,06/16/2008,06/16/2008,Exempt,105699.04
Development,Assistant Director,Permanent Full-time,06/12/2017,10/17/2020,Exempt,115000.00
Development,Special Assistant,Permanent Full-time,11/06/2017,10/28/2019,Exempt,122400.00
Development,Director of Development,Special Project w/ Retirement,06/01/2004,11/12/2018,Exempt,155000.04
EOC/911,Public Safety Telecomm I,Intermittent Temporary,01/09/2017,09/05/2020,Nonexempt,17.15
EOC/911,Public Safety Telecomm I,Permanent Full-time,02/18/2020,02/18/2020,Nonexempt,34445.00
EOC/911,Public Safety Telecomm I,Permanent Full-time,10/24/2020,10/24/2020,Nonexempt,34445.00
EOC/911,Public Safety Telecomm I,Permanent Full-time,09/28/2019,09/28/2019,Nonexempt,34445.00
EOC/911,Public Safety Telecomm I,Permanent Full-time,10/10/2020,10/10/2020,Nonexempt,34445.00
EOC/911,Public Safety Telecomm I,Permanent Full-time,02/18/2020,02/18/2020,Nonexempt,34445.00
EOC/911,Public Safety Telecomm I,Permanent Full-time,09/28/2019,09/28/2019,Nonexempt,34445.00
EOC/911,Public Safety Telecomm I,Permanent Full-time,10/02/2017,10/02/2017,Nonexempt,35133.90
EOC/911,Public Safety Telecomm I,Permanent Full-time,09/28/2019,09/28/2019,Nonexempt,35500.00
EOC/911,Public Safety Telecomm I,Intermittent Temporary,07/08/2015,09/05/2020,Nonexempt,17.15
EOC/911,Public Safety Telecomm I,Permanent Full-time,06/22/2019,06/22/2019,Nonexempt,36012.12
EOC/911,Public Safety Telecomm I,Intermittent Temporary,01/09/2017,03/08/2021,Nonexempt,17.39
EOC/911,Public Safety Telecomm I,Permanent Full-time,04/10/2021,04/10/2021,Nonexempt,36500.00
EOC/911,Public Safety Telecomm I,Permanent Full-time,02/27/2021,02/27/2021,Nonexempt,37000.00
EOC/911,Public Safety Telecomm II,Permanent Full-time,09/24/2014,09/24/2014,Nonexempt,38083.74
EOC/911,Public Safety Telecomm II,Permanent Full-time,10/10/2016,10/10/2016,Nonexempt,38083.74
EOC/911,Public Safety Telecomm II,Permanent Full-time,01/23/2012,10/26/2016,Nonexempt,39149.04
EOC/911,Public Safety Telecomm I,Intermittent Temporary,09/11/2006,09/05/2020,Nonexempt,19.04
EOC/911,Administrative Assistant II,Permanent Full-time,02/06/2017,10/08/2018,Nonexempt,40055.40
EOC/911,Public Safety Telecomm II,Permanent Full-time,08/14/2009,11/15/2020,Nonexempt,40362.58
EOC/911,Public Safety Telecomm III,Permanent Full-time,04/24/2017,03/28/2020,Nonexempt,42845.25
EOC/911,Public Safety Telecomm III,Permanent Full-time,02/18/2014,03/28/2020,Nonexempt,42845.25
EOC/911,Public Safety Telecomm III,Permanent Full-time,10/10/2016,03/28/2020,Nonexempt,42845.25
EOC/911,Public Safety Telecomm III,Permanent Full-time,09/22/2008,03/28/2020,Nonexempt,43228.33
EOC/911,Public Safety Telecomm II,Permanent Full-time,10/18/2004,10/18/2004,Nonexempt,43250.40
EOC/911,Public Safety Telecomm III,Permanent Full-time,04/08/2011,02/16/2019,Nonexempt,43702.15
EOC/911,Public Safety Telecomm III,Permanent Full-time,11/09/2010,02/16/2019,Nonexempt,43702.15
EOC/911,Public Safety Telecomm III,Permanent Full-time,07/01/2003,02/16/2019,Nonexempt,43702.15
EOC/911,Public Safety Telecomm III,Permanent Full-time,02/18/2014,02/16/2019,Nonexempt,43702.15
EOC/911,Public Safety Telecomm III,Permanent Full-time,02/20/2017,02/16/2019,Nonexempt,43702.15
EOC/911,Public Safety Telecomm III,Permanent Full-time,07/05/2005,04/13/2019,Nonexempt,44304.72
EOC/911,Public Safety Telecomm II,Permanent Full-time,12/15/2003,12/15/2003,Nonexempt,44331.34
EOC/911,Public Safety Telecomm Supv,Permanent Full-time,04/27/2019,04/27/2019,Nonexempt,45225.78
EOC/911,Public Safety Telecomm III,Permanent Full-time,10/18/2004,04/13/2019,Nonexempt,45412.44
EOC/911,Public Safety Telecomm II,Permanent Full-time,08/06/2001,08/06/2001,Nonexempt,46575.05
EOC/911,Public Safety Telecomm Supv,Permanent Full-time,07/11/2005,12/16/2017,Nonexempt,47052.90
EOC/911,Public Safety Telecomm II,Permanent Full-time,09/05/2000,09/05/2000,Nonexempt,47739.18
EOC/911,Public Safety Telecomm Supv,Permanent Full-time,09/05/2002,11/23/2019,Nonexempt,48843.72
EOC/911,Public Safety Telecomm III,Permanent Full-time,06/24/1999,02/16/2019,Nonexempt,48903.80
EOC/911,Public Safety Telecomm II,Permanent Full-time,10/18/1999,10/18/1999,Nonexempt,48932.13
EOC/911,Public Safety Telecomm II,Permanent Full-time,07/08/1996,07/01/1997,Nonexempt,50155.18
EOC/911,Public Safety Telecomm Supv,Permanent Full-time,02/23/1998,04/24/2017,Nonexempt,51158.27
EOC/911,Public Safety Telecomm III,Permanent Full-time,11/09/1998,03/28/2020,Nonexempt,51378.74
EOC/911,Public Safety Telecomm Supv,Permanent Full-time,11/09/1998,02/08/2014,Nonexempt,52354.84
EOC/911,Public Safety Telecomm Supv,Permanent Full-time,09/05/2000,04/13/2019,Nonexempt,52633.02
EOC/911,Public Safety Telecomm III,Permanent Full-time,02/07/1994,03/28/2020,Nonexempt,52662.94
EOC/911,Public Safety Telecomm Supv,Permanent Full-time,06/08/1992,12/05/2005,Nonexempt,55005.79
EOC/911,Public Safety Telecomm Supv,Permanent Full-time,10/18/1999,11/23/2019,Nonexempt,55488.00
EOC/911,Program Supervisor,Permanent Full-time,07/08/1996,03/23/2016,Exempt,56347.48
EOC/911,Public Safety Telecomm Supv,Permanent Full-time,09/10/1990,12/10/2012,Nonexempt,56380.73
EOC/911,Administrative Assistant II,Permanent Full-time,12/16/1991,02/21/2017,Nonexempt,58832.02
EOC/911,Programs Manager,Permanent Full-time,04/01/1991,10/08/2015,Exempt,70099.75
EOC/911,Mgr ofEmergency Communications,Permanent Full-time,09/10/2007,07/01/2010,Exempt,77935.12
EOC/Emergency Management,Project Manager,Permanent Full-time,12/09/1989,09/06/2012,Exempt,68749.90
EOC/Emergency Management,Software Analyst,Permanent Full-time,10/20/1984,05/15/1996,Exempt,71824.27
EOC/Emergency Management,Project Manager,Permanent Full-time,09/23/2004,12/07/2019,Exempt,72216.00
EOC/Emergency Management,"Dir,OfcofEmergPrepare&Response",Permanent Full-time,09/26/2011,09/27/2011,Exempt,136360.59
Elder Abuse Grant,Paralegal CWA,Special Project w/ Retirement,09/14/2015,03/13/2021,Nonexempt,19.23
Elections,Member Election Board,Appointed by City Council,03/01/2017,03/01/2017,Exempt,4731.74
Elections,Member Election Board,Appointed by City Council,06/19/2020,06/19/2020,Nonexempt,4731.74
Elections,Member Election Board,Appointed by City Council,03/01/2016,03/01/2016,Exempt,9463.74
Elections,Election Aide,Intermittent Temporary,07/02/2018,07/02/2018,Nonexempt,12.98
Elections,Election Aide,Casual Part-time,02/13/2012,09/01/2020,Nonexempt,13.00
Elections,Election Aide,Casual Part-time,07/06/2004,07/06/2004,Nonexempt,13.25
Elections,Election Aide,Casual Part-time,06/14/2005,11/10/2008,Nonexempt,13.25
Elections,Election Aide,Casual Part-time,05/11/2019,05/11/2019,Nonexempt,13.25
Elections,Election Aide,Casual Part-time,09/10/2012,09/10/2012,Nonexempt,13.25
Elections,Election Assistant I,Permanent Full-time,06/22/2006,03/26/2014,Nonexempt,31824.00
Elections,Election Assistant II,Permanent Full-time,01/15/2014,09/29/2014,Nonexempt,34497.22
Elections,Election Assistant IV,Permanent Full-time,04/28/2003,02/20/2018,Nonexempt,49939.20
Elections,Director of Elections,Permanent Full-time,04/18/2011,01/01/2016,Exempt,114490.82
Executive City Manager,Management Analyst I,Permanent Full-time,09/28/2019,07/18/2020,Exempt,46925.00
Executive City Manager,Business Manager,Permanent Full-time,10/15/2012,12/23/2016,Exempt,49807.07
Executive City Manager,Legal Administrator,Permanent Full-time,08/04/1998,05/04/2015,Exempt,71193.72
Executive City Manager,Management Analyst III,Permanent Full-time,06/01/2015,03/06/2017,Exempt,79590.60
Executive City Manager,Intergovernmental Relations Of,Special Project w/ Retirement,04/27/2015,09/28/2019,Exempt,97000.00
Executive City Manager,Special Assistant,Permanent Full-time,12/05/2016,03/02/2019,Exempt,114240.00
Executive City Manager,"Asst to the Cty Manager, Sr",Special Project w/ Retirement,06/18/2007,08/19/2019,Exempt,122038.94
Executive City Manager,Executive Specialist,Retiree Part-time,07/24/1978,10/05/2020,Nonexempt,60.00
Executive City Manager,Deputy City Manager,Permanent Full-time,09/11/2017,09/11/2017,Exempt,189425.63
Executive City Manager,Deputy City Manager,Permanent Full-time,09/22/2003,09/05/2017,Exempt,189425.63
Executive City Manager,Chief Deputy City Manager,Permanent Full-time,03/02/2011,09/05/2017,Exempt,204000.00
